rw,num_jobs,cache_size,qd,metric,unit,value
randread,16,1024KB,18,iops,KIOPS,1272.645057
randread,16,1024KB,20,iops,KIOPS,1302.010602
randread,16,1024KB,22,iops,KIOPS,1326.707855
randread,16,1024KB,24,iops,KIOPS,1347.740509
randread,16,1024KB,26,iops,KIOPS,1365.849550
randread,16,1024KB,28,iops,KIOPS,1381.592491
randread,16,1024KB,30,iops,KIOPS,1395.395967
randread,16,1024KB,32,iops,KIOPS,1407.591457
randread,16,1536KB,1,iops,KIOPS,273.748132
randread,16,1536KB,2,iops,KIOPS,475.366033
randread,16,1536KB,4,iops,KIOPS,747.048990
randread,16,1536KB,6,iops,KIOPS,918.184456
randread,16,1536KB,8,iops,KIOPS,1034.269657
randread,16,1536KB,10,iops,KIOPS,1117.568395
randread,16,1536KB,12,iops,KIOPS,1179.986604
randread,16,1536KB,14,iops,KIOPS,1228.376315
randread,16,1536KB,16,iops,KIOPS,1266.925810
randread,16,1536KB,18,iops,KIOPS,1298.325378
randread,16,1536KB,20,iops,KIOPS,1324.375831
randread,16,1536KB,22,iops,KIOPS,1346.325073
randread,16,1536KB,24,iops,KIOPS,1365.063665
randread,16,1536KB,26,iops,KIOPS,1381.243387
randread,16,1536KB,28,iops,KIOPS,1395.351789
randread,16,1536KB,30,iops,KIOPS,1407.760596
randread,16,1536KB,32,iops,KIOPS,1418.758016
randread,16,2048KB,1,iops,KIOPS,322.466241
randread,16,2048KB,2,iops,KIOPS,537.125390
randread,16,2048KB,4,iops,KIOPS,804.775457
randread,16,2048KB,6,iops,KIOPS,964.874156
randread,16,2048KB,8,iops,KIOPS,1071.357044
randread,16,2048KB,10,iops,KIOPS,1147.280173
randread,16,2048KB,12,iops,KIOPS,1204.142886
randread,16,2048KB,14,iops,KIOPS,1248.319987
randread,16,2048KB,16,iops,KIOPS,1283.629422
randread,16,2048KB,18,iops,KIOPS,1312.497072
randread,16,2048KB,20,iops,KIOPS,1336.538081
randread,16,2048KB,22,iops,KIOPS,1356.869378
randread,16,2048KB,24,iops,KIOPS,1374.287994
randread,16,2048KB,26,iops,KIOPS,1389.377925
randread,16,2048KB,28,iops,KIOPS,1402.576843
randread,16,2048KB,30,iops,KIOPS,1414.219216
randread,16,2048KB,32,iops,KIOPS,1424.565033
randread,32,512KB,1,iops,KIOPS,364.227560
randread,32,512KB,2,iops,KIOPS,604.482425
randread,32,512KB,4,iops,KIOPS,898.603210
randread,32,512KB,6,iops,KIOPS,1068.981463
randread,32,512KB,8,iops,KIOPS,1178.258724
randread,32,512KB,10,iops,KIOPS,1253.278225
randread,32,512KB,12,iops,KIOPS,1307.391160
randread,32,512KB,14,iops,KIOPS,1347.938855
randread,32,512KB,16,iops,KIOPS,1379.261125
randread,32,512KB,18,iops,KIOPS,1404.068977
randread,32,512KB,20,iops,KIOPS,1424.131929
randread,32,512KB,22,iops,KIOPS,1440.647418
randread,32,512KB,24,iops,KIOPS,1454.450772
randread,32,512KB,26,iops,KIOPS,1466.140110
randread,32,512KB,28,iops,KIOPS,1476.153528
randread,32,512KB,30,iops,KIOPS,1484.818373
randread,32,512KB,32,iops,KIOPS,1492.383602
randread,32,1024KB,1,iops,KIOPS,416.383139
randread,32,1024KB,2,iops,KIOPS,678.173169
randread,32,1024KB,4,iops,KIOPS,978.414414
randread,32,1024KB,6,iops,KIOPS,1139.431992
randread,32,1024KB,8,iops,KIOPS,1237.222390
randread,32,1024KB,10,iops,KIOPS,1302.010602
randread,32,1024KB,12,iops,KIOPS,1347.740509
randread,32,1024KB,14,iops,KIOPS,1381.592491
randread,32,1024KB,16,iops,KIOPS,1407.591457
randread,32,1024KB,18,iops,KIOPS,1428.150011
randread,32,1024KB,20,iops,KIOPS,1444.794581
randread,32,1024KB,22,iops,KIOPS,1458.534633
randread,32,1024KB,24,iops,KIOPS,1470.062788
randread,32,1024KB,26,iops,KIOPS,1479.869246
randread,32,1024KB,28,iops,KIOPS,1488.310257
randread,32,1024KB,30,iops,KIOPS,1495.650692
randread,32,1024KB,32,iops,KIOPS,1502.091436
randread,32,1536KB,1,iops,KIOPS,475.366033
randread,32,1536KB,2,iops,KIOPS,747.048990
randread,32,1536KB,4,iops,KIOPS,1034.269657
randread,32,1536KB,6,iops,KIOPS,1179.986604
randread,32,1536KB,8,iops,KIOPS,1266.925810
randread,32,1536KB,10,iops,KIOPS,1324.375831
randread,32,1536KB,12,iops,KIOPS,1365.063665
randread,32,1536KB,14,iops,KIOPS,1395.351789
randread,32,1536KB,16,iops,KIOPS,1418.758016
randread,32,1536KB,18,iops,KIOPS,1437.379972
randread,32,1536KB,20,iops,KIOPS,1452.543981
randread,32,1536KB,22,iops,KIOPS,1465.128846
randread,32,1536KB,24,iops,KIOPS,1475.739498
randread,32,1536KB,26,iops,KIOPS,1484.805778
randread,32,1536KB,28,iops,KIOPS,1492.641396
randread,32,1536KB,30,iops,KIOPS,1499.480616
randread,32,1536KB,32,iops,KIOPS,1505.501870
randread,32,2048KB,1,iops,KIOPS,537.125390
randread,32,2048KB,2,iops,KIOPS,804.775457
randread,32,2048KB,4,iops,KIOPS,1071.357044
randread,32,2048KB,6,iops,KIOPS,1204.142886
randread,32,2048KB,8,iops,KIOPS,1283.629422
randread,32,2048KB,10,iops,KIOPS,1336.538081
randread,32,2048KB,12,iops,KIOPS,1374.287994
randread,32,2048KB,14,iops,KIOPS,1402.576843
randread,32,2048KB,16,iops,KIOPS,1424.565033
randread,32,2048KB,18,iops,KIOPS,1442.146477
randread,32,2048KB,20,iops,KIOPS,1456.525204
randread,32,2048KB,22,iops,KIOPS,1468.503251
randread,32,2048KB,24,iops,KIOPS,1478.635498
randread,32,2048KB,26,iops,KIOPS,1487.318062
randread,32,2048KB,28,iops,KIOPS,1494.841285
randread,32,2048KB,30,iops,KIOPS,1501.422830
randread,32,2048KB,32,iops,KIOPS,1507.229083
randread,64,512KB,1,iops,KIOPS,604.482425
randread,64,512KB,2,iops,KIOPS,898.603210
randread,64,512KB,4,iops,KIOPS,1178.258724
randread,64,512KB,6,iops,KIOPS,1307.391160
randread,64,512KB,8,iops,KIOPS,1379.261125
randread,64,512KB,10,iops,KIOPS,1424.131929
randread,64,512KB,12,iops,KIOPS,1454.450772
randread,64,512KB,14,iops,KIOPS,1476.153528
randread,64,512KB,16,iops,KIOPS,1492.383602
randread,64,512KB,18,iops,KIOPS,1504.942959
randread,64,512KB,20,iops,KIOPS,1514.931037
randread,64,512KB,22,iops,KIOPS,1523.053266
randread,64,512KB,24,iops,KIOPS,1529.781412
randread,64,512KB,26,iops,KIOPS,1535.442101
randread,64,512KB,28,iops,KIOPS,1540.268210
randread,64,512KB,30,iops,KIOPS,1544.430008
randread,64,512KB,32,iops,KIOPS,1548.054732
randread,64,1024KB,1,iops,KIOPS,678.173169
randread,64,1024KB,2,iops,KIOPS,978.414414
randread,64,1024KB,4,iops,KIOPS,1237.222390
randread,64,1024KB,6,iops,KIOPS,1347.740509
randread,64,1024KB,8,iops,KIOPS,1407.591457
randread,64,1024KB,10,iops,KIOPS,1444.794581
randread,64,1024KB,12,iops,KIOPS,1470.062788
randread,64,1024KB,14,iops,KIOPS,1488.310257
randread,64,1024KB,16,iops,KIOPS,1502.091436
randread,64,1024KB,18,iops,KIOPS,1512.860440
randread,64,1024KB,20,iops,KIOPS,1521.504054
randread,64,1024KB,22,iops,KIOPS,1528.593076
randread,64,1024KB,24,iops,KIOPS,1534.511210
randread,64,1024KB,26,iops,KIOPS,1539.525763
randread,64,1024KB,28,iops,KIOPS,1543.828582
randread,64,1024KB,30,iops,KIOPS,1547.560889
randread,64,1024KB,32,iops,KIOPS,1550.828917
randread,64,1536KB,1,iops,KIOPS,747.048990
randread,64,1536KB,2,iops,KIOPS,1034.269657
randread,64,1536KB,4,iops,KIOPS,1266.925810
randread,64,1536KB,6,iops,KIOPS,1365.063665
randread,64,1536KB,8,iops,KIOPS,1418.758016
randread,64,1536KB,10,iops,KIOPS,1452.543981
randread,64,1536KB,12,iops,KIOPS,1475.739498
randread,64,1536KB,14,iops,KIOPS,1492.641396
randread,64,1536KB,16,iops,KIOPS,1505.501870
randread,64,1536KB,18,iops,KIOPS,1515.614130
randread,64,1536KB,20,iops,KIOPS,1523.773289
randread,64,1536KB,22,iops,KIOPS,1530.494938
randread,64,1536KB,24,iops,KIOPS,1536.127978
randread,64,1536KB,26,iops,KIOPS,1540.916915
randread,64,1536KB,28,iops,KIOPS,1545.038164
randread,64,1536KB,30,iops,KIOPS,1548.622204
randread,64,1536KB,32,iops,KIOPS,1551.767607
randread,64,2048KB,1,iops,KIOPS,804.775457
randread,64,2048KB,2,iops,KIOPS,1071.357044
randread,64,2048KB,4,iops,KIOPS,1283.629422
randread,64,2048KB,6,iops,KIOPS,1374.287994
randread,64,2048KB,8,iops,KIOPS,1424.565033
randread,64,2048KB,10,iops,KIOPS,1456.525204
randread,64,2048KB,12,iops,KIOPS,1478.635498
randread,64,2048KB,14,iops,KIOPS,1494.841285
randread,64,2048KB,16,iops,KIOPS,1507.229083
randread,64,2048KB,18,iops,KIOPS,1517.005924
randread,64,2048KB,20,iops,KIOPS,1524.918560
randread,64,2048KB,22,iops,KIOPS,1531.453763
randread,64,2048KB,24,iops,KIOPS,1536.942406
randread,64,2048KB,26,iops,KIOPS,1541.617246
randread,64,2048KB,28,iops,KIOPS,1545.646783
randread,64,2048KB,30,iops,KIOPS,1549.156005
randread,64,2048KB,32,iops,KIOPS,1552.239578
randwrite,1,512KB,1,iops,KIOPS,2.322341
randwrite,1,512KB,2,iops,KIOPS,4.608603
randwrite,1,512KB,4,iops,KIOPS,9.076180
randwrite,1,512KB,8,iops,KIOPS,17.613234
randwrite,1,512KB,16,iops,KIOPS,33.250297
randwrite,1,512KB,24,iops,KIOPS,47.224294
randwrite,1,512KB,32,iops,KIOPS,59.785568
randwrite,1,512KB,40,iops,KIOPS,71.136663
randwrite,1,512KB,48,iops,KIOPS,81.443204
randwrite,1,512KB,56,iops,KIOPS,90.841936
randwrite,1,512KB,64,iops,KIOPS,99.446755
randwrite,1,512KB,72,iops,KIOPS,107.353283
randwrite,1,512KB,80,iops,KIOPS,114.642391
randwrite,1,512KB,88,iops,KIOPS,121.382940
randwrite,1,512KB,96,iops,KIOPS,127.633923
randwrite,1,512KB,104,iops,KIOPS,133.446179
randwrite,1,512KB,112,iops,KIOPS,138.863748
randwrite,1,512KB,120,iops,KIOPS,143.924972
randwrite,1,512KB,128,iops,KIOPS,148.663392
randwrite,1,1024KB,1,iops,KIOPS,2.378121
randwrite,1,1024KB,2,iops,KIOPS,4.719377
randwrite,1,1024KB,4,iops,KIOPS,9.294655
randwrite,1,1024KB,8,iops,KIOPS,18.038450
randwrite,1,1024KB,16,iops,KIOPS,34.057804
randwrite,1,1024KB,24,iops,KIOPS,48.378107
randwrite,1,1024KB,32,iops,KIOPS,61.255208
randwrite,1,1024KB,40,iops,KIOPS,72.896079
randwrite,1,1024KB,48,iops,KIOPS,83.469950
randwrite,1,1024KB,56,iops,KIOPS,93.116525
randwrite,1,1024KB,64,iops,KIOPS,101.952156
randwrite,1,1024KB,72,iops,KIOPS,110.074520
randwrite,1,1024KB,80,iops,KIOPS,117.566221
randwrite,1,1024KB,88,iops,KIOPS,124.497589
randwrite,1,1024KB,96,iops,KIOPS,130.928876
randwrite,1,1024KB,104,iops,KIOPS,136.911998
randwrite,1,1024KB,112,iops,KIOPS,142.491930
randwrite,1,1024KB,120,iops,KIOPS,147.707824
randwrite,1,1024KB,128,iops,KIOPS,152.593928
randwrite,1,1536KB,1,iops,KIOPS,2.436647
randwrite,1,1536KB,2,iops,KIOPS,4.835568
randwrite,1,1536KB,4,iops,KIOPS,9.523675
randwrite,1,1536KB,8,iops,KIOPS,18.483650
randwrite,1,1536KB,16,iops,KIOPS,34.901249
randwrite,1,1536KB,24,iops,KIOPS,49.580442
randwrite,1,1536KB,32,iops,KIOPS,62.783115
randwrite,1,1536KB,40,iops,KIOPS,74.721094
randwrite,1,1536KB,48,iops,KIOPS,85.567559
randwrite,1,1536KB,56,iops,KIOPS,95.465463
randwrite,1,1536KB,64,iops,KIOPS,104.533853
randwrite,1,1536KB,72,iops,KIOPS,112.872662
randwrite,1,1536KB,80,iops,KIOPS,120.566396
