component,median_us,share_pct,cum_share_pct
lock_hold_us,142.53,49.711385870986874,49.711385870986874
loop_us,141.595,49.385278063582305,99.09666393456918
mirror_us,1.145,0.3993512721692273,99.4960152067384
rm_track_us,0.495,0.17264530980241705,99.66866051654083
index_us,0.46,0.16043806567497343,99.82909858221579
lock_wait_us,0.21000000000000002,0.07324346476466179,99.90234204698045
lookup_us,0.19,0.06626789669183684,99.96860994367229
mcp_release_us,0.045,0.015695028163856095,99.98430497183615
reclaim_us,0.045,0.015695028163856095,100.00000000000001
