rw,num_jobs,cache_size,qd,metric,unit,value
randread,64,2048KB,14,latency_avg,us,1297.040040
randread,64,2048KB,16,latency_avg,us,1451.351073
randread,64,2048KB,18,latency_avg,us,1610.211630
randread,64,2048KB,20,latency_avg,us,1772.706762
randread,64,2048KB,22,latency_avg,us,1938.056535
randread,64,2048KB,24,latency_avg,us,2105.614884
randread,64,2048KB,26,latency_avg,us,2274.859466
randread,64,2048KB,28,latency_avg,us,2445.376577
randread,64,2048KB,30,latency_avg,us,2616.844266
randread,64,2048KB,32,latency_avg,us,2789.015718
randwrite,1,512KB,1,latency_avg,us,437.562500
randwrite,1,512KB,2,latency_avg,us,440.933817
randwrite,1,512KB,4,latency_avg,us,447.677409
randwrite,1,512KB,8,latency_avg,us,461.168384
randwrite,1,512KB,16,latency_avg,us,488.165187
randwrite,1,512KB,24,latency_avg,us,515.181274
randwrite,1,512KB,32,latency_avg,us,550.120556
randwrite,1,512KB,40,latency_avg,us,640.879406
randwrite,1,512KB,48,latency_avg,us,736.917884
randwrite,1,512KB,56,latency_avg,us,837.303045
randwrite,1,512KB,64,latency_avg,us,941.170727
randwrite,1,512KB,72,latency_avg,us,1094.458785
randwrite,1,512KB,80,latency_avg,us,1289.194262
randwrite,1,512KB,88,latency_avg,us,1511.850835
randwrite,1,512KB,96,latency_avg,us,1761.444847
randwrite,1,512KB,104,latency_avg,us,2037.874352
randwrite,1,512KB,112,latency_avg,us,2341.300768
randwrite,1,512KB,120,latency_avg,us,2671.987582
randwrite,1,512KB,128,latency_avg,us,3030.242603
randwrite,1,1024KB,1,latency_avg,us,427.462500
randwrite,1,1024KB,2,latency_avg,us,430.747573
randwrite,1,1024KB,4,latency_avg,us,437.318230
randwrite,1,1024KB,8,latency_avg,us,450.461556
randwrite,1,1024KB,16,latency_avg,us,476.756001
randwrite,1,1024KB,24,latency_avg,us,503.060429
randwrite,1,1024KB,32,latency_avg,us,529.374431
randwrite,1,1024KB,40,latency_avg,us,575.148185
randwrite,1,1024KB,48,latency_avg,us,661.336562
randwrite,1,1024KB,56,latency_avg,us,751.425809
randwrite,1,1024KB,64,latency_avg,us,844.640396
randwrite,1,1024KB,72,latency_avg,us,940.299102
randwrite,1,1024KB,80,latency_avg,us,1037.828903
randwrite,1,1024KB,88,latency_avg,us,1140.099001
randwrite,1,1024KB,96,latency_avg,us,1274.213940
randwrite,1,1024KB,104,latency_avg,us,1422.655777
randwrite,1,1024KB,112,latency_avg,us,1583.237895
randwrite,1,1024KB,120,latency_avg,us,1755.452005
randwrite,1,1024KB,128,latency_avg,us,1939.146334
randwrite,1,1536KB,1,latency_avg,us,417.362500
