scenario,time_sec,iops,in_steady_tail
ssd_test_20260310_153256,0.600,62040.000,0
ssd_test_20260310_153256,0.651,73000.000,0
ssd_test_20260310_153256,0.700,67182.000,0
ssd_test_20260310_153256,0.750,63980.000,0
ssd_test_20260310_153256,0.800,50400.000,0
ssd_test_20260310_153256,0.851,46420.000,0
ssd_test_20260310_153256,0.903,59195.000,0
ssd_test_20260310_153256,0.953,52260.000,0
ssd_test_20260310_153256,1.005,49306.000,0
ssd_test_20260310_153256,1.056,70500.000,0
ssd_test_20260310_153256,1.106,73740.000,0
ssd_test_20260310_153256,1.156,77660.000,0
ssd_test_20260310_153256,1.206,82200.000,0
ssd_test_20260310_153256,1.256,82520.000,0
ssd_test_20260310_153256,1.307,59620.000,0
ssd_test_20260310_153256,1.358,74380.000,0
ssd_test_20260310_153256,1.408,75660.000,0
ssd_test_20260310_153256,1.458,63260.000,0
ssd_test_20260310_153256,1.508,77160.000,0
ssd_test_20260310_153256,1.559,68180.000,0
ssd_test_20260310_153256,1.609,56980.000,0
ssd_test_20260310_153256,1.659,76760.000,0
ssd_test_20260310_153256,1.710,72684.000,0
ssd_test_20260310_153256,1.760,73400.000,0
ssd_test_20260310_153256,1.811,71440.000,0
ssd_test_20260310_153256,1.861,69960.000,0
ssd_test_20260310_153256,1.914,67205.000,0
ssd_test_20260310_153256,1.965,73440.000,0
ssd_test_20260310_153256,2.015,61780.000,0
ssd_test_20260310_153256,2.065,54380.000,0
ssd_test_20260310_153256,2.115,63800.000,0
ssd_test_20260310_153256,2.165,76480.000,0
ssd_test_20260310_153256,2.215,82100.000,0
ssd_test_20260310_153256,2.266,80100.000,0
ssd_test_20260310_153256,2.316,82260.000,0
ssd_test_20260310_153256,2.367,75420.000,0
ssd_test_20260310_153256,2.418,65540.000,0
ssd_test_20260310_153256,2.468,71460.000,0
ssd_test_20260310_153256,2.519,71160.000,0
ssd_test_20260310_153256,2.569,62980.000,0
ssd_test_20260310_153256,2.619,83740.000,0
ssd_test_20260310_153256,2.669,60180.000,0
ssd_test_20260310_153256,2.719,75540.000,0
ssd_test_20260310_153256,2.769,80680.000,0
ssd_test_20260310_153256,2.819,89140.000,0
ssd_test_20260310_153256,2.870,69780.000,0
ssd_test_20260310_153256,2.920,61640.000,0
ssd_test_20260310_153256,2.971,91080.000,0
ssd_test_20260310_153256,3.021,86700.000,0
ssd_test_20260310_153256,3.071,67460.000,0
ssd_test_20260310_153256,3.121,68120.000,0
ssd_test_20260310_153256,3.172,50620.000,0
ssd_test_20260310_153256,3.222,30260.000,0
ssd_test_20260310_153256,3.272,68940.000,0
ssd_test_20260310_153256,3.322,46400.000,0
ssd_test_20260310_153256,3.373,39480.000,0
ssd_test_20260310_153256,3.423,70820.000,0
ssd_test_20260310_153256,3.474,13500.000,0
ssd_test_20260310_153256,3.524,65120.000,0
ssd_test_20260310_153256,3.574,28920.000,0
ssd_test_20260310_153256,3.624,51220.000,0
ssd_test_20260310_153256,3.675,79620.000,0
ssd_test_20260310_153256,3.725,76460.000,0
ssd_test_20260310_153256,3.775,60140.000,0
ssd_test_20260310_153256,3.826,65460.000,0
ssd_test_20260310_153256,3.876,65340.000,0
ssd_test_20260310_153256,3.927,78580.000,0
ssd_test_20260310_153256,3.979,85115.000,0
ssd_test_20260310_153256,4.030,69420.000,0
ssd_test_20260310_153256,4.081,84700.000,0
ssd_test_20260310_153256,4.132,70900.000,0
ssd_test_20260310_153256,4.182,62640.000,0
ssd_test_20260310_153256,4.232,62260.000,0
ssd_test_20260310_153256,4.282,65500.000,0
ssd_test_20260310_153256,4.332,59760.000,0
ssd_test_20260310_153256,4.383,76260.000,0
ssd_test_20260310_153256,4.433,69100.000,0
ssd_test_20260310_153256,4.483,68340.000,0
ssd_test_20260310_153256,4.533,71260.000,0
ssd_test_20260310_153256,4.583,68240.000,0
ssd_test_20260310_153256,4.634,63080.000,0
ssd_test_20260310_153256,4.684,66180.000,0
ssd_test_20260310_153256,4.734,84560.000,0
ssd_test_20260310_153256,4.784,75340.000,0
ssd_test_20260310_153256,4.835,80720.000,0
ssd_test_20260310_153256,4.885,76000.000,0
ssd_test_20260310_153256,4.935,68840.000,0
ssd_test_20260310_153256,4.985,59120.000,0
ssd_test_20260310_153256,5.035,73240.000,0
ssd_test_20260310_153256,5.085,74580.000,0
ssd_test_20260310_153256,5.135,71660.000,0
ssd_test_20260310_153256,5.185,66680.000,0
ssd_test_20260310_153256,5.236,72700.000,0
ssd_test_20260310_153256,5.286,74500.000,0
ssd_test_20260310_153256,5.336,73320.000,0
ssd_test_20260310_153256,5.386,72240.000,0
ssd_test_20260310_153256,5.436,64140.000,0
ssd_test_20260310_153256,5.486,53320.000,0
ssd_test_20260310_153256,5.536,73240.000,0
ssd_test_20260310_153256,5.586,72600.000,0
ssd_test_20260310_153256,5.637,70760.000,0
ssd_test_20260310_153256,5.688,77600.000,0
ssd_test_20260310_153256,5.738,82680.000,0
ssd_test_20260310_153256,5.788,69140.000,0
ssd_test_20260310_153256,5.841,67545.000,0
ssd_test_20260310_153256,5.892,78240.000,0
ssd_test_20260310_153256,5.942,70080.000,0
ssd_test_20260310_153256,5.992,64100.000,0
ssd_test_20260310_153256,6.043,64200.000,0
ssd_test_20260310_153256,6.093,58160.000,0
ssd_test_20260310_153256,6.143,58680.000,0
ssd_test_20260310_153256,6.194,76684.000,0
ssd_test_20260310_153256,6.244,56640.000,0
ssd_test_20260310_153256,6.294,54500.000,0
ssd_test_20260310_153256,6.345,75100.000,0
ssd_test_20260310_153256,6.395,82740.000,0
ssd_test_20260310_153256,6.447,71644.000,0
ssd_test_20260310_153256,6.498,61780.000,0
ssd_test_20260310_153256,6.548,82280.000,0
ssd_test_20260310_153256,6.598,36080.000,0
ssd_test_20260310_153256,6.648,70240.000,0
ssd_test_20260310_153256,6.698,70240.000,0
ssd_test_20260310_153256,6.749,30180.000,0
ssd_test_20260310_153256,6.799,71260.000,0
ssd_test_20260310_153256,6.850,57720.000,0
ssd_test_20260310_153256,6.900,51300.000,0
ssd_test_20260310_153256,6.950,78280.000,0
ssd_test_20260310_153256,7.000,75140.000,0
ssd_test_20260310_153256,7.050,72500.000,0
ssd_test_20260310_153256,7.100,77200.000,0
ssd_test_20260310_153256,7.150,63260.000,0
ssd_test_20260310_153256,7.200,77640.000,0
ssd_test_20260310_153256,7.250,56040.000,0
ssd_test_20260310_153256,7.300,31840.000,0
ssd_test_20260310_153256,7.350,78540.000,0
ssd_test_20260310_153256,7.400,55775.000,0
ssd_test_20260310_153256,7.450,67640.000,0
ssd_test_20260310_153256,7.500,80460.000,0
ssd_test_20260310_153256,7.550,81720.000,0
ssd_test_20260310_153256,7.600,73740.000,0
ssd_test_20260310_153256,7.650,56366.000,0
ssd_test_20260310_153256,7.700,83540.000,0
ssd_test_20260310_153256,7.750,92220.000,0
ssd_test_20260310_153256,7.800,87640.000,0
ssd_test_20260310_153256,7.850,77120.000,0
ssd_test_20260310_153256,7.902,63684.000,0
ssd_test_20260310_153256,7.952,72740.000,0
ssd_test_20260310_153256,8.002,66860.000,0
ssd_test_20260310_153256,8.052,84000.000,0
ssd_test_20260310_153256,8.102,61580.000,0
ssd_test_20260310_153256,8.152,68620.000,0
ssd_test_20260310_153256,8.203,74080.000,0
ssd_test_20260310_153256,8.255,78729.000,0
ssd_test_20260310_153256,8.306,86200.000,0
ssd_test_20260310_153256,8.356,77820.000,0
ssd_test_20260310_153256,8.406,78860.000,0
ssd_test_20260310_153256,8.457,77860.000,0
ssd_test_20260310_153256,8.507,63820.000,0
ssd_test_20260310_153256,8.557,71940.000,0
ssd_test_20260310_153256,8.607,88380.000,0
ssd_test_20260310_153256,8.658,82700.000,0
ssd_test_20260310_153256,8.708,64720.000,0
ssd_test_20260310_153256,8.758,71140.000,0
ssd_test_20260310_153256,8.808,60600.000,0
ssd_test_20260310_153256,8.859,81260.000,0
ssd_test_20260310_153256,8.909,69400.000,0
ssd_test_20260310_153256,8.959,62980.000,0
ssd_test_20260310_153256,9.009,60020.000,0
ssd_test_20260310_153256,9.060,76080.000,0
ssd_test_20260310_153256,9.110,81840.000,0
ssd_test_20260310_153256,9.160,87160.000,0
ssd_test_20260310_153256,9.210,57380.000,0
ssd_test_20260310_153256,9.260,69120.000,0
ssd_test_20260310_153256,9.311,81500.000,0
ssd_test_20260310_153256,9.361,88460.000,0
ssd_test_20260310_153256,9.412,74060.000,0
ssd_test_20260310_153256,9.462,79360.000,0
ssd_test_20260310_153256,9.514,58113.000,0
ssd_test_20260310_153256,9.564,72500.000,0
ssd_test_20260310_153256,9.614,70880.000,0
ssd_test_20260310_153256,9.665,63380.000,0
ssd_test_20260310_153256,9.715,61460.000,0
ssd_test_20260310_153256,9.765,81020.000,0
ssd_test_20260310_153256,9.816,64600.000,0
ssd_test_20260310_153256,9.866,76300.000,0
ssd_test_20260310_153256,9.918,65844.000,0
ssd_test_20260310_153256,9.968,18180.000,0
ssd_test_20260310_153256,10.018,73960.000,0
ssd_test_20260310_153256,10.068,81040.000,0
ssd_test_20260310_153256,10.118,32320.000,0
ssd_test_20260310_153256,10.169,42400.000,0
ssd_test_20260310_153256,10.223,45790.000,0
ssd_test_20260310_153256,10.273,79160.000,0
ssd_test_20260310_153256,10.323,69680.000,0
ssd_test_20260310_153256,10.373,22720.000,0
ssd_test_20260310_153256,10.424,56120.000,0
ssd_test_20260310_153256,10.474,70520.000,0
ssd_test_20260310_153256,10.524,66820.000,0
ssd_test_20260310_153256,10.574,68360.000,0
ssd_test_20260310_153256,10.624,87920.000,0
ssd_test_20260310_153256,10.674,98340.000,0
ssd_test_20260310_153256,10.724,90360.000,0
ssd_test_20260310_153256,10.775,72280.000,0
ssd_test_20260310_153256,10.825,56680.000,0
ssd_test_20260310_153256,10.875,62020.000,0
ssd_test_20260310_153256,10.925,51720.000,0
ssd_test_20260310_153256,10.975,67900.000,0
ssd_test_20260310_153256,11.025,62560.000,0
ssd_test_20260310_153256,11.076,61440.000,0
ssd_test_20260310_153256,11.126,64740.000,0
ssd_test_20260310_153256,11.178,74371.000,0
ssd_test_20260310_153256,11.228,87780.000,0
ssd_test_20260310_153256,11.278,84680.000,0
ssd_test_20260310_153256,11.328,90080.000,0
ssd_test_20260310_153256,11.380,81214.000,0
ssd_test_20260310_153256,11.430,73000.000,0
ssd_test_20260310_153256,11.480,64640.000,0
ssd_test_20260310_153256,11.530,73160.000,0
ssd_test_20260310_153256,11.580,76380.000,0
ssd_test_20260310_153256,11.630,87860.000,0
ssd_test_20260310_153256,11.680,93660.000,0
ssd_test_20260310_153256,11.731,84220.000,0
ssd_test_20260310_153256,11.782,74175.000,0
ssd_test_20260310_153256,11.832,77720.000,0
ssd_test_20260310_153256,11.882,84280.000,0
ssd_test_20260310_153256,11.934,87248.000,0
ssd_test_20260310_153256,11.985,78320.000,0
ssd_test_20260310_153256,12.035,82200.000,0
ssd_test_20260310_153256,12.086,69587.000,0
ssd_test_20260310_153256,12.136,73080.000,0
ssd_test_20260310_153256,12.186,76580.000,0
ssd_test_20260310_153256,12.236,62600.000,0
ssd_test_20260310_153256,12.287,67500.000,0
ssd_test_20260310_153256,12.338,76489.000,0
ssd_test_20260310_153256,12.388,82580.000,0
ssd_test_20260310_153256,12.441,80613.000,0
ssd_test_20260310_153256,12.491,79600.000,0
ssd_test_20260310_153256,12.541,70680.000,0
ssd_test_20260310_153256,12.592,70480.000,0
ssd_test_20260310_153256,12.642,93100.000,0
ssd_test_20260310_153256,12.692,79320.000,0
ssd_test_20260310_153256,12.742,64620.000,0
ssd_test_20260310_153256,12.794,72528.000,0
ssd_test_20260310_153256,12.845,81480.000,0
ssd_test_20260310_153256,12.895,68720.000,0
ssd_test_20260310_153256,12.945,78200.000,0
ssd_test_20260310_153256,12.995,69060.000,0
ssd_test_20260310_153256,13.045,69100.000,0
ssd_test_20260310_153256,13.096,63360.000,0
ssd_test_20260310_153256,13.146,93380.000,0
ssd_test_20260310_153256,13.197,79300.000,0
ssd_test_20260310_153256,13.247,58640.000,0
ssd_test_20260310_153256,13.297,37800.000,0
ssd_test_20260310_153256,13.396,11885.000,0
ssd_test_20260310_153256,13.446,63601.000,0
ssd_test_20260310_153256,13.500,73840.000,0
ssd_test_20260310_153256,13.550,72335.000,0
ssd_test_20260310_153256,13.600,64400.000,0
ssd_test_20260310_153256,13.650,96842.000,0
ssd_test_20260310_153256,13.700,66617.000,0
ssd_test_20260310_153256,13.750,46000.000,0
ssd_test_20260310_153256,13.800,82380.000,0
ssd_test_20260310_153256,13.850,56980.000,0
ssd_test_20260310_153256,13.900,69920.000,0
ssd_test_20260310_153256,13.950,75360.000,0
ssd_test_20260310_153256,14.000,73600.000,0
ssd_test_20260310_153256,14.050,85160.000,0
ssd_test_20260310_153256,14.100,58140.000,0
ssd_test_20260310_153256,14.150,74400.000,0
ssd_test_20260310_153256,14.200,69300.000,0
ssd_test_20260310_153256,14.251,77500.000,0
ssd_test_20260310_153256,14.300,87521.000,0
ssd_test_20260310_153256,14.350,61412.000,0
ssd_test_20260310_153256,14.400,82420.000,0
ssd_test_20260310_153256,14.450,59760.000,0
ssd_test_20260310_153256,14.500,78640.000,0
ssd_test_20260310_153256,14.550,72160.000,0
ssd_test_20260310_153256,14.600,73220.000,0
ssd_test_20260310_153256,14.650,68760.000,0
ssd_test_20260310_153256,14.700,77520.000,0
ssd_test_20260310_153256,14.751,67840.000,0
ssd_test_20260310_153256,14.800,87613.000,0
ssd_test_20260310_153256,14.850,85792.000,0
ssd_test_20260310_153256,14.900,70520.000,0
ssd_test_20260310_153256,14.952,73493.000,0
ssd_test_20260310_153256,15.003,70043.000,0
ssd_test_20260310_153256,15.053,87435.000,0
ssd_test_20260310_153256,15.103,81020.000,0
ssd_test_20260310_153256,15.153,74480.000,0
ssd_test_20260310_153256,15.203,91840.000,0
ssd_test_20260310_153256,15.254,95680.000,0
ssd_test_20260310_153256,15.304,85500.000,0
ssd_test_20260310_153256,15.354,65460.000,0
ssd_test_20260310_153256,15.404,75080.000,0
ssd_test_20260310_153256,15.455,76660.000,0
ssd_test_20260310_153256,15.505,55840.000,0
ssd_test_20260310_153256,15.555,74940.000,0
ssd_test_20260310_153256,15.605,62560.000,0
ssd_test_20260310_153256,15.655,63880.000,0
ssd_test_20260310_153256,15.705,93320.000,0
ssd_test_20260310_153256,15.755,79800.000,0
ssd_test_20260310_153256,15.806,71040.000,0
ssd_test_20260310_153256,15.856,82300.000,0
ssd_test_20260310_153256,15.906,85260.000,0
ssd_test_20260310_153256,15.957,52821.000,0
ssd_test_20260310_153256,16.008,67630.000,0
ssd_test_20260310_153256,16.059,73345.000,0
ssd_test_20260310_153256,16.109,67080.000,0
ssd_test_20260310_153256,16.160,88480.000,0
ssd_test_20260310_153256,16.210,73100.000,0
ssd_test_20260310_153256,16.260,72820.000,0
ssd_test_20260310_153256,16.310,65940.000,0
ssd_test_20260310_153256,16.361,45360.000,0
ssd_test_20260310_153256,16.411,94360.000,0
ssd_test_20260310_153256,16.461,69480.000,0
ssd_test_20260310_153256,16.512,66727.000,0
ssd_test_20260310_153256,16.563,76084.000,0
ssd_test_20260310_153256,16.613,77260.000,0
ssd_test_20260310_153256,16.663,32040.000,0
ssd_test_20260310_153256,16.713,48300.000,0
ssd_test_20260310_153256,16.763,57000.000,0
ssd_test_20260310_153256,16.813,79440.000,0
ssd_test_20260310_153256,16.864,75080.000,0
ssd_test_20260310_153256,16.915,51860.000,0
ssd_test_20260310_153256,16.965,38560.000,0
ssd_test_20260310_153256,17.015,70360.000,0
ssd_test_20260310_153256,17.065,77500.000,0
ssd_test_20260310_153256,17.116,68580.000,0
ssd_test_20260310_153256,17.166,87040.000,0
ssd_test_20260310_153256,17.216,84220.000,0
ssd_test_20260310_153256,17.266,88520.000,0
ssd_test_20260310_153256,17.317,87400.000,0
ssd_test_20260310_153256,17.367,79340.000,0
ssd_test_20260310_153256,17.417,62460.000,0
ssd_test_20260310_153256,17.467,72460.000,0
ssd_test_20260310_153256,17.518,59202.000,0
ssd_test_20260310_153256,17.568,68537.000,0
ssd_test_20260310_153256,17.618,79800.000,0
ssd_test_20260310_153256,17.669,86080.000,0
ssd_test_20260310_153256,17.719,73980.000,0
ssd_test_20260310_153256,17.769,73060.000,0
ssd_test_20260310_153256,17.820,65080.000,0
ssd_test_20260310_153256,17.870,68360.000,0
ssd_test_20260310_153256,17.920,69180.000,0
ssd_test_20260310_153256,17.970,78280.000,0
ssd_test_20260310_153256,18.020,64580.000,0
ssd_test_20260310_153256,18.071,71840.000,0
ssd_test_20260310_153256,18.121,72060.000,0
ssd_test_20260310_153256,18.172,72840.000,0
ssd_test_20260310_153256,18.224,87582.000,0
ssd_test_20260310_153256,18.274,88863.000,0
ssd_test_20260310_153256,18.324,81160.000,0
ssd_test_20260310_153256,18.375,68080.000,0
ssd_test_20260310_153256,18.425,87200.000,0
ssd_test_20260310_153256,18.476,66480.000,0
ssd_test_20260310_153256,18.526,60000.000,0
ssd_test_20260310_153256,18.577,81480.000,0
ssd_test_20260310_153256,18.627,73420.000,0
ssd_test_20260310_153256,18.678,63400.000,0
ssd_test_20260310_153256,18.728,85140.000,0
ssd_test_20260310_153256,18.778,86240.000,0
ssd_test_20260310_153256,18.830,78913.000,0
ssd_test_20260310_153256,18.883,71998.000,0
ssd_test_20260310_153256,18.933,68603.000,0
ssd_test_20260310_153256,18.984,63260.000,0
ssd_test_20260310_153256,19.034,61260.000,0
ssd_test_20260310_153256,19.084,78900.000,0
ssd_test_20260310_153256,19.134,82360.000,0
ssd_test_20260310_153256,19.184,62440.000,0
ssd_test_20260310_153256,19.234,65500.000,0
ssd_test_20260310_153256,19.285,69100.000,0
ssd_test_20260310_153256,19.335,78820.000,0
ssd_test_20260310_153256,19.386,61160.000,0
ssd_test_20260310_153256,19.436,68900.000,0
ssd_test_20260310_153256,19.487,59400.000,0
ssd_test_20260310_153256,19.538,77505.000,0
ssd_test_20260310_153256,19.588,50825.000,0
ssd_test_20260310_153256,19.638,36700.000,0
ssd_test_20260310_153256,19.688,63040.000,0
ssd_test_20260310_153256,19.739,32400.000,0
ssd_test_20260310_153256,19.789,70640.000,0
ssd_test_20260310_153256,19.840,52060.000,0
ssd_test_20260310_153256,19.890,57240.000,0
ssd_test_20260310_153256,19.941,35163.000,0
ssd_test_20260310_153256,19.991,76071.000,0
ssd_test_20260310_153256,20.041,63400.000,0
ssd_test_20260310_153256,20.093,59037.000,0
ssd_test_20260310_153256,20.143,101662.000,0
ssd_test_20260310_153256,20.193,88880.000,0
ssd_test_20260310_153256,20.243,88720.000,0
ssd_test_20260310_153256,20.293,84920.000,0
ssd_test_20260310_153256,20.343,69000.000,0
ssd_test_20260310_153256,20.394,43480.000,0
ssd_test_20260310_153256,20.445,51500.000,0
ssd_test_20260310_153256,20.496,74111.000,0
ssd_test_20260310_153256,20.546,69760.000,0
ssd_test_20260310_153256,20.597,73940.000,0
ssd_test_20260310_153256,20.647,95520.000,0
ssd_test_20260310_153256,20.697,72440.000,0
ssd_test_20260310_153256,20.747,59480.000,0
ssd_test_20260310_153256,20.798,72120.000,0
ssd_test_20260310_153256,20.848,67680.000,0
ssd_test_20260310_153256,20.898,57020.000,0
ssd_test_20260310_153256,20.948,72980.000,0
ssd_test_20260310_153256,20.998,77760.000,1
ssd_test_20260310_153256,21.048,61240.000,1
ssd_test_20260310_153256,21.098,61360.000,1
ssd_test_20260310_153256,21.148,65880.000,1
ssd_test_20260310_153256,21.198,61100.000,1
ssd_test_20260310_153256,21.248,78060.000,1
ssd_test_20260310_153256,21.299,74480.000,1
ssd_test_20260310_153256,21.349,92980.000,1
ssd_test_20260310_153256,21.399,77560.000,1
ssd_test_20260310_153256,21.449,49560.000,1
ssd_test_20260310_153256,21.500,68567.000,1
ssd_test_20260310_153256,21.550,85534.000,1
ssd_test_20260310_153256,21.600,81972.000,1
ssd_test_20260310_153256,21.650,74200.000,1
ssd_test_20260310_153256,21.700,79460.000,1
ssd_test_20260310_153256,21.750,76180.000,1
ssd_test_20260310_153256,21.800,79300.000,1
ssd_test_20260310_153256,21.850,81180.000,1
ssd_test_20260310_153256,21.900,95580.000,1
ssd_test_20260310_153256,21.951,69940.000,1
ssd_test_20260310_153256,22.002,92660.000,1
ssd_test_20260310_153256,22.052,71440.000,1
ssd_test_20260310_153256,22.102,57360.000,1
ssd_test_20260310_153256,22.152,83340.000,1
ssd_test_20260310_153256,22.202,84060.000,1
ssd_test_20260310_153256,22.252,71140.000,1
ssd_test_20260310_153256,22.302,92680.000,1
ssd_test_20260310_153256,22.352,90680.000,1
ssd_test_20260310_153256,22.402,79940.000,1
ssd_test_20260310_153256,22.452,82360.000,1
ssd_test_20260310_153256,22.502,76260.000,1
ssd_test_20260310_153256,22.553,83280.000,1
ssd_test_20260310_153256,22.603,53460.000,1
ssd_test_20260310_153256,22.652,60508.000,1
ssd_test_20260310_153256,22.702,96474.000,1
ssd_test_20260310_153256,22.752,82300.000,1
ssd_test_20260310_153256,22.803,81260.000,1
ssd_test_20260310_153256,22.853,52040.000,1
ssd_test_20260310_153256,22.902,63483.000,1
ssd_test_20260310_153256,22.952,79548.000,1
ssd_test_20260310_153256,23.002,86500.000,1
ssd_test_20260310_153256,23.052,90600.000,1
ssd_test_20260310_153256,23.103,67780.000,1
ssd_test_20260310_153256,23.152,34834.000,1
ssd_test_20260310_153256,23.202,79419.000,1
ssd_test_20260310_153256,23.252,33420.000,1
ssd_test_20260310_153256,23.304,41883.000,1
ssd_test_20260310_153256,23.354,77309.000,1
ssd_test_20260310_153256,23.405,88340.000,1
ssd_test_20260310_153256,23.456,85440.000,1
ssd_test_20260310_153256,23.506,88454.000,1
ssd_test_20260310_153256,23.556,87780.000,1
ssd_test_20260310_153256,23.606,66840.000,1
ssd_test_20260310_153256,23.657,33700.000,1
ssd_test_20260310_153256,23.707,76220.000,1
ssd_test_20260310_153256,23.757,102940.000,1
ssd_test_20260310_153256,23.807,100020.000,1
ssd_test_20260310_153256,23.857,75960.000,1
ssd_test_20260310_153256,23.907,73440.000,1
ssd_test_20260310_153256,23.957,59560.000,1
ssd_test_20260310_153256,24.008,72140.000,1
ssd_test_20260310_153256,24.058,53800.000,1
ssd_test_20260310_153256,24.108,72340.000,1
ssd_test_20260310_153256,24.158,71300.000,1
ssd_test_20260310_153256,24.208,81320.000,1
ssd_test_20260310_153256,24.258,56920.000,1
ssd_test_20260310_153256,24.309,65380.000,1
ssd_test_20260310_153256,24.359,76820.000,1
ssd_test_20260310_153256,24.409,75180.000,1
ssd_test_20260310_153256,24.459,86940.000,1
ssd_test_20260310_153256,24.509,82760.000,1
ssd_test_20260310_153256,24.559,74040.000,1
ssd_test_20260310_153256,24.609,82340.000,1
ssd_test_20260310_153256,24.660,95000.000,1
ssd_test_20260310_153256,24.713,84266.000,1
ssd_test_20260310_153256,24.763,57811.000,1
ssd_test_20260310_153256,24.814,88200.000,1
ssd_test_20260310_153256,24.864,85500.000,1
ssd_test_20260310_153256,24.914,64220.000,1
ssd_test_20260310_153256,24.964,59140.000,1
ssd_test_20260310_153256,25.014,71600.000,1
ssd_test_20260310_153256,25.064,82320.000,1
ssd_test_20260310_153256,25.115,89520.000,1
ssd_test_20260310_153256,25.165,72040.000,1
ssd_test_20260310_153256,25.215,81940.000,1
ssd_test_20260310_153256,25.265,84260.000,1
ssd_test_20260310_153256,25.315,78880.000,1
ssd_test_20260310_153256,25.365,92360.000,1
ssd_test_20260310_153256,25.415,87980.000,1
ssd_test_20260310_153256,25.466,84120.000,1
ssd_test_20260310_153256,25.516,81500.000,1
ssd_test_20260310_153256,25.566,51240.000,1
ssd_test_20260310_153256,25.616,69740.000,1
ssd_test_20260310_153256,25.667,78640.000,1
ssd_test_20260310_153256,25.717,69840.000,1
ssd_test_20260310_153256,25.767,83580.000,1
ssd_test_20260310_153256,25.818,65860.000,1
ssd_test_20260310_153256,25.868,92420.000,1
ssd_test_20260310_153256,25.918,70560.000,1
ssd_test_20260310_153256,25.968,54800.000,1
ssd_test_20260310_153256,26.019,38540.000,1
ssd_test_20260310_153256,26.070,63120.000,1
ssd_test_20260310_153256,26.121,65080.000,1
ssd_test_20260310_153256,26.171,82999.000,1
ssd_test_20260310_153256,26.224,94293.000,1
ssd_test_20260310_153256,26.275,93969.000,1
ssd_test_20260310_153256,26.325,85460.000,1
ssd_test_20260310_153256,26.375,83440.000,1
ssd_test_20260310_153256,26.425,89880.000,1
ssd_test_20260310_153256,26.476,66700.000,1
ssd_test_20260310_153256,26.526,44440.000,1
ssd_test_20260310_153256,26.576,73760.000,1
ssd_test_20260310_153256,26.627,96760.000,1
ssd_test_20260310_153256,26.677,100740.000,1
ssd_test_20260310_153256,26.727,84780.000,1
ssd_test_20260310_153256,26.777,77640.000,1
ssd_test_20260310_153256,26.827,88380.000,1
ssd_test_20260310_153256,26.877,88720.000,1
ssd_test_20260310_153256,26.927,82900.000,1
ssd_test_20260310_153256,26.977,73660.000,1
ssd_test_20260310_153256,27.027,80980.000,1
ssd_test_20260310_153256,27.078,51580.000,1
ssd_test_20260310_153256,27.128,57440.000,1
ssd_test_20260310_153256,27.178,90760.000,1
ssd_test_20260310_153256,27.339,69525.000,1
ssd_test_20260310_153256,27.389,86856.000,1
ssd_test_20260310_153256,27.440,57836.000,1
ssd_test_20260310_153256,27.490,55467.000,1
ssd_test_20260310_153256,27.541,61320.000,1
ssd_test_20260310_153256,27.591,46240.000,1
ssd_test_20260310_153256,27.641,38960.000,1
ssd_test_20260310_153256,27.691,49660.000,1
ssd_test_20260310_153256,27.741,65020.000,1
ssd_test_20260310_153256,27.791,74340.000,1
ssd_test_20260310_153256,27.841,61360.000,1
ssd_test_20260310_153256,27.892,99980.000,1
ssd_test_20260310_153256,27.942,82960.000,1
ssd_test_20260310_153256,27.992,71820.000,1
ssd_test_20260310_153256,28.043,74960.000,1
ssd_test_20260310_153256,28.093,80680.000,1
ssd_test_20260310_153256,28.144,64040.000,1
ssd_test_20260310_153256,28.194,84820.000,1
ssd_test_20260310_153256,28.244,69400.000,1
ssd_test_20260310_153256,28.294,59860.000,1
ssd_test_20260310_153256,28.344,83480.000,1
ssd_test_20260310_153256,28.396,67414.000,1
ssd_test_20260310_153256,28.446,69512.000,1
ssd_test_20260310_153256,28.497,84502.000,1
ssd_test_20260310_153256,28.547,46626.000,1
ssd_test_20260310_153256,28.597,44360.000,1
ssd_test_20260310_153256,28.647,62660.000,1
ssd_test_20260310_153256,28.698,48360.000,1
ssd_test_20260310_153256,28.748,21420.000,1
ssd_test_20260310_153256,28.799,85380.000,1
ssd_test_20260310_153256,28.849,66340.000,1
ssd_test_20260310_153256,28.899,62160.000,1
ssd_test_20260310_153256,28.950,70712.000,1
ssd_test_20260310_153256,29.000,67249.000,1
ssd_test_20260310_153256,29.050,66020.000,1
ssd_test_20260310_153256,29.100,61900.000,1
ssd_test_20260310_153256,29.150,63460.000,1
ssd_test_20260310_153256,29.200,68380.000,1
ssd_test_20260310_153256,29.253,53670.000,1
ssd_test_20260310_153256,29.305,76665.000,1
ssd_test_20260310_153256,29.355,70236.000,1
ssd_test_20260310_153256,29.405,67880.000,1
ssd_test_20260310_153256,29.456,55120.000,1
ssd_test_20260310_153256,29.506,28000.000,1
ssd_test_20260310_153256,29.557,78838.000,1
ssd_test_20260310_153256,29.607,85081.000,1
ssd_test_20260310_153256,29.657,76720.000,1
ssd_test_20260310_153256,29.708,75020.000,1
ssd_test_20260310_153256,29.758,74600.000,1
ssd_test_20260310_153256,29.808,66860.000,1
ssd_test_20260310_153256,29.858,69840.000,1
ssd_test_20260310_153256,29.909,55460.000,1
ssd_test_20260310_153256,29.959,67060.000,1
ssd_test_20260310_154357,0.145,67538.000,0
